,Symbol,Q1 P/E,Q2 P/E,Q3 P/E,Q1 ROE,Q2 ROE,Q3 ROE,Q1 Date,Q2 Date,Q3 Date
0,MMM,103.16502050567594,60.28791265479876,69.59829953488372,0.09629335188313624,0.12732827436680794,0.11881735285990605,2019-12-31,2020-03-31,2020-06-30
1,AOS,84.33944352656079,117.93976013450676,112.20085622348083,0.05477561795056395,0.03198663614428015,0.0408901755020807,2019-12-31,2020-03-31,2020-06-30
2,ABT,145.7149522096282,247.1189699744681,302.74677291620117,0.03374292331446217,0.018664372228473097,0.01756164562757538,2019-12-31,2020-03-31,2020-06-30
3,ABBV,45.14518197072474,39.60815913621263,-216.46690609756098,-0.34275575134605973,-0.4059339177343223,-0.0501767745444656,2019-12-31,2020-03-31,2020-06-30
4,ABMD,112.61843261048587,207.5233800867979,246.76631470350767,0.06611848923880202,0.029844218398334624,0.040466561631005364,2019-12-31,2020-03-31,2020-06-30
5,ACN,92.47945600550561,106.51703663030673,120.69205612516592,0.07979145681995173,0.07669261422978499,0.07575205409371258,2020-02-29,2020-05-31,2020-08-31
6,ATVI,87.02973942857143,90.5678091089109,101.54896551724138,0.04099960952752831,0.03878350357115429,0.04239146323636895,2019-12-31,2020-03-31,2020-06-30
7,ADBE,176.35451308900522,170.45545454545456,262.27581253403145,0.09125656951743909,0.10109364948074626,0.08153333902501494,2020-02-28,2020-05-29,2020-08-28
8,AAP,114.409822073467,188.57022872350188,49.044947883765,0.027023051883008586,0.012323336902241966,0.05097518622607318,2019-12-28,2020-04-18,2020-07-11
9,AMD,314.8389411764706,351.93777777777774,391.54585987261146,0.060134418111071807,0.05334211392821864,0.04750378214826021,2019-12-28,2020-03-28,2020-06-27
10,AES,-165.73410769230767,61.879530555555554,-115.01775903614458,-0.0260347129506008,0.05671524222134699,-0.033712428919577576,2019-12-31,2020-03-31,2020-06-30
11,AFL,48.91093081382842,43.32963784876325,31.974241583602485,0.0269691632998377,0.02143776986591925,0.02736233854520734,2019-12-31,2020-03-31,2020-06-30
12,A,130.56691725888325,236.31497821782176,151.02994974874372,0.040635313531353134,0.02118288590604027,0.0399518169042361,2020-01-31,2020-04-30,2020-07-31
13,APD,108.46233275862069,92.34848200083717,120.27033370660696,0.041156109380408444,0.042015846076733,0.03829560951343563,2019-12-31,2020-03-31,2020-06-30
14,AKAM,118.89253266162888,121.60727234339727,108.97696396257297,0.03255914912090297,0.03353450149201382,0.04147099540377969,2019-12-31,2020-03-31,2020-06-30
15,ALK,46.52597847513812,-15.071674396551725,-20.891182056074765,0.041791734010621105,-0.057783312577833125,-0.05542605542605543,2019-12-31,2020-03-31,2020-06-30
16,ALB,85.04066137557942,55.74900315659863,96.06614208633093,0.022987093902981752,0.02764411795346266,0.021275834444866307,2019-12-31,2020-03-31,2020-06-30
17,ARE,90.50085324613099,898.187984092726,87.92221341670513,0.022833856653627086,0.0020128535151083616,0.024349834171664135,2019-12-31,2020-03-31,2020-06-30
18,ALXN,27.128740157480316,35.84514705882353,-23.181484879692913,0.07886939086924892,0.04746420606411413,-0.10181301711976208,2019-12-31,2020-03-31,2020-06-30
19,ALGN,182.2704504296482,9.055160984131145,-532.4211703856953,0.09007932882126984,0.5321194718942134,-0.014271127521708796,2019-12-31,2020-03-31,2020-06-30
20,ALLE,21396.605625,128.57251017639078,62.214325184479236,0.0006543432030099788,0.10878228782287823,0.17821181608637632,2020-03-31,2020-06-30,2020-09-30
21,LNT,113.45905877192983,67.44285225955967,86.67895777940102,0.021091191652328357,0.030267957351290686,0.02381573682654002,2019-12-31,2020-03-31,2020-06-30
22,ALL,20.3981912464749,53.25971657559198,24.453861840000002,0.06819755365797368,0.022711289455177263,0.046320314237011787,2019-12-31,2020-03-31,2020-06-30
23,GOOGL,87.25841554399776,125.55909997805735,149.4421742994683,0.052973064207067044,0.03356591164642859,0.03356614348694301,2019-12-31,2020-03-31,2020-06-30
24,GOOG,87.10401507450098,125.65204148319191,148.97426184652966,0.052973064207067044,0.03356591164642859,0.03356614348694301,2019-12-31,2020-03-31,2020-06-30
25,MO,-48.95447014925373,45.304672293814434,37.5531394750386,-0.2907425265188042,0.23720006113403638,0.34159634317862164,2019-12-31,2020-03-31,2020-06-30
26,AMZN,285.54443084455323,389.17487968441816,267.8312856952126,0.052658717370286816,0.03883748008334355,0.07111273871527778,2019-12-31,2020-03-31,2020-06-30
27,AMCR,91.22397058189655,69.80217162534434,88.74332998324958,0.034758507032230275,0.038294370832981685,0.038716790246222356,2019-12-31,2020-03-31,2020-06-30
28,AEE,199.61705872340426,122.96770623287671,71.77878189300411,0.011663978161062167,0.01805813234384663,0.029536890725659414,2019-12-31,2020-03-31,2020-06-30
29,AAL,-2.315681155734047,-2.711421136913401,-2328.5067403084618,0.8501517450682853,0.6522562322499211,0.433972503617945,2020-03-31,2020-06-30,2020-09-30
30,AEP,304.1800350747764,79.88259116799397,76.04641225556836,0.0078017392541842225,0.025033364338577262,0.025940776529773616,2019-12-31,2020-03-31,2020-06-30
31,AXP,59.123556408741884,186.59405994550409,296.8476653696498,0.07338216808980971,0.017471198705131866,0.012202070078814927,2019-12-31,2020-03-31,2020-06-30
32,AIG,48.41537356930033,12.062174921638078,-3.4096962545156404,0.014145413018652455,0.02906619247835408,-0.12739017257447696,2019-12-31,2020-03-31,2020-06-30
33,AMT,180.65295725039988,231.98357830361445,258.4049634162744,0.11130672152549749,0.11418666079683029,0.12322183244482501,2019-12-31,2020-03-31,2020-06-30
34,AWK,224.1731173469388,173.06504758064517,131.82703068181817,0.01601045580787453,0.019862245715201024,0.027769012306721363,2019-12-31,2020-03-31,2020-06-30
35,AMP,46.34420701943844,6.355382770137524,-34.56372912801484,0.0808168964915343,0.30419841625578964,-0.08292307692307692,2019-12-31,2020-03-31,2020-06-30
36,ABC,92.76531899701557,18.910002479701166,71.26885026551363,0.06350719177317196,0.26744267655176446,0.0750376174540839,2019-12-31,2020-03-31,2020-06-30
37,AME,103.46736393329014,59.13869507654588,123.86909864815273,0.04315850752967652,0.052687916247887955,0.030295966054490708,2019-12-31,2020-03-31,2020-06-30
38,AMGN,82.79454010569583,65.1047109041096,76.9273628397116,0.17605706606016747,0.19240906694781235,0.16915282859555306,2019-12-31,2020-03-31,2020-06-30
39,APH,104.06096906181361,92.02368153655513,113.02382615444316,0.07034854203915855,0.05520087555292079,0.054383151141687416,2019-12-31,2020-03-31,2020-06-30
40,ADI,197.21881124223785,142.24009685239974,117.20107530999682,0.017440754823317337,0.02309544297756042,0.030792880698548766,2020-02-01,2020-05-02,2020-08-01
41,ANSS,135.01251658104817,440.9228775182355,262.6367571765876,0.04802600583370664,0.013991222075417255,0.028086867897132325,2019-12-31,2020-03-31,2020-06-30
42,ANTM,82.825965620985,38.101814418910045,29.51014586994728,0.02943772062531518,0.04805477550247689,0.0660571760267015,2019-12-31,2020-03-31,2020-06-30
43,AON,130.94244,49.89661839378238,112.80385527638191,0.11081481481481481,0.24360997159987377,0.11052485420716468,2019-12-31,2020-03-31,2020-06-30
44,APA,-3.2015610215053765,-0.35100000000000003,-13.195921243523316,-0.9142857142857143,3.595505617977528,0.236085626911315,2019-12-31,2020-03-31,2020-06-30
45,AIV,55.78923018155671,760.296017316275,140.88182979747802,0.0749794035770104,0.003913930787123971,0.023118211178719584,2019-12-31,2020-03-31,2020-06-30
46,AAPL,58.05649333264759,97.00579304460521,136.85094622404264,0.24836090292747764,0.1434364042078419,0.15568191250933844,2019-12-28,2020-03-28,2020-06-27
47,AMAT,60.72982769058296,61.93183298013245,68.849938882283,0.10300230946882218,0.08366578014184398,0.08788797157487721,2020-01-26,2020-04-26,2020-07-26
48,APTV,106.096592,8.013402798982188,-54.9336,0.06022518984027232,0.31623415811707906,-0.052722558340535866,2019-12-31,2020-03-31,2020-06-30
49,ADM,50.62187003968254,49.82788542199488,47.42417228144989,0.026239067055393587,0.02063106796116505,0.024309334991965997,2019-12-31,2020-03-31,2020-06-30
50,ANET,62.57765332269498,116.96545174130073,115.0259953174532,0.09005881812396924,0.048592297318263734,0.04768444282414886,2019-12-31,2020-03-31,2020-06-30
51,AJG,182.83736365482233,45.07557401097314,122.59909128171763,0.019105809329841916,0.06885376279948305,0.028003498159822178,2019-12-31,2020-03-31,2020-06-30
52,AIZ,62.562957625109725,42.3278254648093,36.55136419832678,0.022572884234361733,0.028808193668528864,0.029843493414658667,2019-12-31,2020-03-31,2020-06-30
53,T,114.24017059314954,44.06173492407809,166.31433489461358,0.01299526112658166,0.0259310717238819,0.007282712511938873,2019-12-31,2020-03-31,2020-06-30
54,ATO,74.74195111628505,28.7822037804881,103.42266848910357,0.02915789173068528,0.06635334126957061,0.0182297498510788,2019-12-31,2020-03-31,2020-06-30
55,ADSK,334.10732169954474,622.7348721804511,534.9770468431772,-0.9475197699496765,-0.47807332854061824,1.4591381872213967,2020-01-31,2020-04-30,2020-07-31
56,ADP,112.02460796500921,71.47549789255696,155.6544387755102,0.12146745209156662,0.1495073487897718,0.0715552310420361,2019-12-31,2020-03-31,2020-06-30
57,AZO,81.36904335241965,85.02199798183653,73.51395525173814,-0.19725239148917004,-0.17490425855828848,-0.2100131313329283,2019-11-23,2020-02-15,2020-05-09
58,AVB,171.5221936486072,122.04883400381019,127.40153290092958,0.015255403110719103,0.015393338372467267,0.015715272686126002,2019-12-31,2020-03-31,2020-06-30
59,AVY,67.57574492307693,62.22485052160955,114.89947327478042,0.13496677740863788,0.11436850178967105,0.06565614960046132,2019-12-28,2020-03-28,2020-06-27
60,BKR,-0.6565815866797258,-49.61315422885572,-48.607624309392264,-0.571604523569589,-0.011525890246000344,-0.015627698152305303,2020-03-31,2020-06-30,2020-09-30
61,BLL,134.73329044125,930.5416979130434,244.7651520393617,0.05425567989148864,0.008745247148288974,0.03403330919623461,2019-12-31,2020-03-31,2020-06-30
62,BAC,44.780724270803546,46.27412373316709,58.53432668270592,0.026411389297987236,0.015136759299103873,0.013300105030549209,2019-12-31,2020-03-31,2020-06-30
63,BAX,-1824.8229999999999,125.48778072289156,180.4361524390244,-0.0029180411063181935,0.043122483439407715,0.03026574803149606,2019-12-31,2020-03-31,2020-06-30
64,BDX,268.18897488519855,344.202042295082,238.55720965034968,0.013064805207055939,0.008734666603026109,0.01190575305969528,2019-12-31,2020-03-31,2020-06-30
65,BRK.B,0.020594319901960784,0.012692094001851917,-0.005934611994119648,0.041558415428222195,0.06864316805205384,-0.13324183511666024,2019-09-30,2019-12-31,2020-03-31
66,BBY,29.659992926174496,117.54537886792454,60.42254398148148,0.21414199482609944,0.046627565982404695,0.11434621492853361,2020-02-01,2020-05-02,2020-08-01
67,BIO,20.249543204344825,15.432751956519203,14.0423004897411,0.09617385197053652,0.10899465905322339,0.1314261072630056,2019-12-31,2020-03-31,2020-06-30
68,BIIB,39.14329068687013,27.91569612865573,66.07742103521026,0.11150961592106416,0.13636403830679034,0.06520425709903797,2020-03-31,2020-06-30,2020-09-30
69,BLK,59.70872557085318,84.31067456347147,68.92479558850741,0.03878141115449966,0.02441462454184715,0.03709135349831959,2019-12-31,2020-03-31,2020-06-30
70,BA,-181.85965124752477,-134.39223885350316,-43.69575757575758,0.11721016595102704,0.06497672012415934,0.20365132424787863,2019-12-31,2020-03-31,2020-06-30
71,BKNG,74.002679205807,-79.08902811258942,535.0653959016392,0.19737063879993258,-0.18245888801879404,0.030507626906726683,2019-12-31,2020-03-31,2020-06-30
72,BWA,40.170336,38.58897131782946,-73.89766530612245,0.04674883127921802,0.027307366638441997,-0.021253524181305574,2019-12-31,2020-03-31,2020-06-30
73,BXP,145.73047708753023,28.318788810230007,52.185341482444734,0.025236042019551826,0.08272868479559567,0.04353721821520213,2019-12-31,2020-03-31,2020-06-30
74,BSX,15.777208208208208,4612.2505,-334.70742567567567,0.28795849246955396,0.0007244277021153289,-0.009477459016393443,2019-12-31,2020-03-31,2020-06-30
75,BMY,-113.95045056818182,-159.84862735483873,-1553.6107341176469,-0.020465909531377186,-0.015527639197772034,-0.0017313724691408318,2019-12-31,2020-03-31,2020-06-30
76,AVGO,324.0740727272728,192.26862682060388,197.03351744186048,0.01579940906106369,0.023515161640631527,0.029205756250795942,2020-02-02,2020-05-03,2020-08-02
77,BR,1419.3059247524752,66.18281306171359,64.11133217239878,0.008974586813577394,0.1387941787941788,0.17059041960638693,2019-12-31,2020-03-31,2020-06-30
78,BF.B,139.697578204329,232.2813672125,102.59383358333332,0.11521197007481297,0.06481012658227848,0.15069767441860465,2020-01-31,2020-04-30,2020-07-31
79,CHRW,105.34651041712914,113.89704814705806,74.10411601442277,0.0593189803259653,0.04923767482947078,0.08445498753761013,2019-12-31,2020-03-31,2020-06-30
80,COG,47.35844541241323,126.19936322203672,225.8188522782643,0.06829694996995102,0.024861706469531612,0.01402321998505064,2019-12-31,2020-03-31,2020-06-30
81,CDNS,140.27667354905313,199.47647309731278,175.59373280723256,0.05745521071884352,0.05817876294352067,0.0674662042861472,2020-03-28,2020-06-27,2020-09-26
82,CPB,12.095777483443708,92.06875238095238,175.71906976744188,0.4843624699278268,0.06524271844660194,0.03355442840421381,2020-01-26,2020-04-26,2020-08-02
83,COF,40.05728832482993,-17.07790519402985,-31.089180882352945,0.020272017376014893,-0.02357909554812599,-0.016379694888036398,2019-12-31,2020-03-31,2020-06-30
84,CAH,66.29619818181818,39.893028,23.310472560975608,0.22022022022022023,0.29093931837073983,0.36668529904974845,2019-12-31,2020-03-31,2020-06-30
85,KMX,41.52894968518708,2941.8920933328645,59.69095434384016,0.05702868893237372,0.0013911595138487163,0.07449881483267044,2020-02-29,2020-05-31,2020-08-31
86,CCL,-29.30427656850192,-2.769272976680384,-4.467296257432669,-0.032153149444215726,-0.2098848368522073,-0.14659283187201969,2020-02-29,2020-05-31,2020-08-31
87,CARR,,155.07926061033336,74.14328735632184,,,,,,
88,CAT,73.24822513661202,57.59782285714286,149.2734861353712,0.07526734302166165,0.07691765866028034,0.03334789573321684,2019-12-31,2020-03-31,2020-06-30
89,CBOE,154.6234067207416,62.71315120711564,89.99549199295774,0.025718202407915128,0.047551433491435306,0.03456775096613213,2019-12-31,2020-03-31,2020-06-30
90,CBRE,32.712850458111284,74.40121133656609,186.27646204867088,0.1023021669766183,0.028093549341258923,0.013116124070586871,2019-12-31,2020-03-31,2020-06-30
91,CDW,111.73028954741379,79.93906027397259,88.35250153358011,0.19327293554097677,0.18871529729122177,0.17913982569154982,2019-12-31,2020-03-31,2020-06-30
92,CE,339.5233223505814,39.56492090888532,95.20435420357009,0.017151974471479856,0.08905228758169935,0.04302372336147969,2019-12-31,2020-03-31,2020-06-30
93,CNC,127.10448956937798,713.0000743478261,30.95812429519071,0.016652059596844872,0.001953373816297932,0.048132183908045974,2019-12-31,2020-03-31,2020-06-30
94,CNP,85.48108321273887,-6.364179316096747,93.71694857142857,0.018782150974997008,-0.1720229555236729,0.012511916110581505,2019-12-31,2020-03-31,2020-06-30
95,CTL,59.425971078026905,31.08836973248407,28.166555560477452,0.016555308092056423,0.023625009404860432,0.028004754122715792,2019-12-31,2020-03-31,2020-06-30
96,CERN,148.69322829891595,132.92887203636883,156.0353426395939,0.03574687862492727,0.038093707118078614,0.0335359540629007,2019-12-28,2020-03-31,2020-06-30
97,CF,184.734884,84.8485905882353,31.510621578947365,0.018985157059026578,0.024926686217008796,0.06613296206056388,2019-12-31,2020-03-31,2020-06-30
98,SCHW,71.15460950704225,54.15088880503145,64.72391296572279,0.039181421016325595,0.030262657023220403,0.021775109524582184,2019-12-31,2020-03-31,2020-06-30
99,CHTR,148.8744285372549,234.47322537651516,140.43208978851175,0.022706312609317856,0.013365735115431349,0.026093473225235045,2019-12-31,2020-03-31,2020-06-30
100,CVX,-32.743023942708014,36.492229218755206,-19.712325607581622,-0.04583498020289433,0.025005210866393384,-0.06166211843302167,2019-12-31,2020-03-31,2020-06-30
101,CMG,328.0191305788776,242.6372100329895,3647.280229969419,0.04302726161093174,0.045686056386885325,0.004796139151983929,2019-12-31,2020-03-31,2020-06-30
102,CB,59.68135615538619,200.23836385294047,-172.6786217589124,0.0211996891435181,0.004827863670325881,-0.006044558071585098,2019-12-31,2020-03-31,2020-06-30
103,CHD,121.14247790858727,69.69498868581374,102.14199114391143,0.054126996026688655,0.08155298459791327,0.06325863678804855,2019-12-31,2020-03-31,2020-06-30
104,CI,78.68116781883317,56.20536665537681,39.65866137400228,0.021549252282853235,0.02619845160717851,0.037030781573280415,2019-12-31,2020-03-31,2020-06-30
105,CINF,27.25355282747604,-9.88534911908646,11.376067106710671,0.06346309813463098,-0.1524496393931858,0.0981853532080363,2019-12-31,2020-03-31,2020-06-30
106,CTAS,122.36919290465632,184.33333692983365,118.99690634726086,0.0705469918710926,0.04469118157073345,0.08322366486499683,2020-02-29,2020-05-31,2020-08-31
107,CSCO,71.06858234885337,64.52862692862293,74.66949924127466,0.08099513128640981,0.0776856726783914,0.06951476793248945,2020-01-25,2020-04-25,2020-07-25
108,C,33.83280425788311,34.58003142743854,80.12153731762918,0.025765620310284513,0.013112810727339847,0.0068676874262871695,2019-12-31,2020-03-31,2020-06-30
109,CFG,37.68348266962666,229.76092735235298,41.986057551304356,0.020269357236160534,0.0015489749430523919,0.011285574092247301,2019-12-31,2020-03-31,2020-06-30
110,CTXS,70.85872908364034,99.39871822957477,164.71634678405044,0.24725304898430858,-0.8277660794138739,-1.2063122355656224,2019-12-31,2020-03-31,2020-06-30
111,CME,151.92396424792332,80.53471455559907,115.76316467315715,0.017968609470739295,0.028839530708341332,0.01877431652609865,2019-12-31,2020-03-31,2020-06-30
112,CMS,104.96167293413173,67.98991950617284,122.26324301470588,0.03328019131127939,0.04686595949855352,0.02608362102032988,2019-12-31,2020-03-31,2020-06-30
113,KO,66.12122342342343,105.70439572793704,120.41160868911918,0.15282520101332747,0.10175017158544955,0.09335196431450529,2020-03-27,2020-06-26,2020-09-25
114,CTSH,85.60098860759494,68.62252970027247,84.8712108033241,0.03583741607693704,0.03458023179119947,0.03290193219103172,2019-12-31,2020-03-31,2020-06-30
115,CL,90.13571315707621,78.7232036923077,98.50987856692915,5.495726495726496,-6.327433628318584,2.3694029850746268,2019-12-31,2020-03-31,2020-06-30
116,CMCSA,64.61722637571157,73.4954575221239,60.10068942436412,0.03822256606145589,0.026341619021912496,0.03573564235654316,2019-12-31,2020-03-31,2020-06-30
117,CMA,37.0417249070632,-62.497273846153846,46.86637168141593,0.0367135253173195,-0.008781410429613617,0.01448346577800564,2019-12-31,2020-03-31,2020-06-30
118,CAG,69.0750446183953,83.85504965243297,57.12025680820668,0.026255619781631344,0.025571031348002184,0.04051025685226685,2020-02-23,2020-05-31,2020-08-30
119,CXO,-36.46131495541402,-0.8956571929718659,-23.032002686206894,-0.026487459228433246,-1.107172693638859,-0.054924242424242424,2019-12-31,2020-03-31,2020-06-30
120,COP,96.67118939999999,-18.82676904146061,172.3991380546154,0.020582601983934135,-0.05553249241577519,0.008255802876829772,2019-12-31,2020-03-31,2020-06-30
121,ED,99.22789294915256,68.15587856,125.52009210526316,0.016368882476972588,0.02053556760308855,0.010425240054869684,2019-12-31,2020-03-31,2020-06-30
122,STZ,82.26302547389558,-187.03711659865093,78.68624801073229,0.03283931485847113,-0.016076269654798483,0.04381416837782341,2020-02-29,2020-05-31,2020-08-31
123,CPRT,143.4153070115644,129.5946423074576,134.59798952474733,0.07940165545817843,0.06465860971297377,0.06649204102323504,2020-01-31,2020-04-30,2020-07-31
124,GLW,2839.24,-159.99425,-275.0167014084507,0.002479274812117456,-0.007870142646335464,-0.005892605195451905,2019-12-31,2020-03-31,2020-06-30
125,CTVA,-1039.3691895238094,64.33183363970588,26.36326005263158,-0.0008638775762063434,0.011416579223504721,0.030943365498147468,2019-12-31,2020-03-31,2020-06-30
126,COST,152.81476500547797,164.01655171181386,111.21666054526135,0.056037077163837726,0.04987501487918105,0.07596805950557865,2020-02-16,2020-05-10,2020-08-30
127,COTY,-399.8205028436019,-14.454079528718704,-4.452500326242985,-0.004718563409888857,-0.07277209152778522,-0.2550422685216002,2019-12-31,2020-03-31,2020-06-30
128,CCI,281.4848173076923,324.01688,350.59825,0.01983029840785585,0.018278826202944375,0.02035416242621616,2019-12-31,2020-03-31,2020-06-30
129,CSX,57.12439883116884,106.82972745490981,80.94142454619566,0.06486395417403758,0.04106995884773663,0.057829810638799405,2020-03-31,2020-06-30,2020-09-30
130,CMI,88.79875626666666,38.83484589041096,92.22947101449274,0.03996270147861995,0.07229767968307867,0.03837597330367074,2019-12-31,2020-03-29,2020-06-28
131,CVS,54.49054808242701,38.16481833582461,28.47360705882353,0.027355004384316674,0.03081056186674854,0.043735850166122726,2019-12-31,2020-03-31,2020-06-30
132,DHI,45.253777092511015,25.906846654236585,32.24636302521009,0.042171030760506094,0.046156052782558805,0.05708725561187545,2019-12-31,2020-03-31,2020-06-30
133,DHR,87.13721382636656,160.59861198117963,139.16335166612748,0.04212338044174876,0.0191627140147673,0.02557243593102364,2019-12-31,2020-04-03,2020-07-03
134,DRI,62.319810589754624,-20.311656250000002,314.26877391135736,0.09922262087818214,-0.2059025394646534,0.0152,2020-02-23,2020-05-31,2020-08-30
135,DVA,39.93705545613813,40.28340682323774,48.70359182944614,0.11477921017488911,0.12300407732438806,0.09359793678023506,2019-12-31,2020-03-31,2020-06-30
136,DE,96.07846885880078,62.794708738738734,69.1644833538841,0.04335066241824585,0.05613621038435603,0.06292675356921167,2020-02-02,2020-05-03,2020-08-02
137,DAL,-34.03297752808989,-3.1155763512331642,-3.6157055214723925,-0.037319169753302114,-0.6578826237054085,-1.6023235031277927,2020-03-31,2020-06-30,2020-09-30
138,XRAY,122.16879178885631,-61.16893109363832,-101.00547169811321,0.02008836524300442,-0.029845333333333335,-0.020546617561542933,2019-12-31,2020-03-31,2020-06-30
139,DVN,-14.640342834890966,-1.3920351321585902,-6.248240447761194,-0.11065149948293691,-0.463383516203113,-0.20762317942361327,2019-12-31,2020-03-31,2020-06-30
140,DXCM,218.50403451995683,1273.2817587939699,849.3261339092871,0.10503059143439837,0.021294810058855,0.03419750350838319,2019-12-31,2020-03-31,2020-06-30
141,FANG,-30.120283696098564,-14.979798950735296,-2.7349463889678227,-0.036757491131406146,-0.021206923436769064,-0.2233526227366063,2019-12-31,2020-03-31,2020-06-30
142,DLR,73.65734466445623,138.03144297284993,514.1650934118213,0.034039212447182554,0.013609403899190752,0.004405833615501922,2019-12-31,2020-03-31,2020-06-30
143,DFS,36.31452118644068,-176.5723606557377,-41.29112445652174,0.05970149253731343,-0.006311433005690636,-0.038162397594109713,2019-12-31,2020-03-31,2020-06-30
144,DISCA,48.2846218487395,35.322015915119366,52.47749077490775,0.048124557678697805,0.03980992608236537,0.027465288334853552,2019-12-31,2020-03-31,2020-06-30
145,DISCK,31.539957983193275,27.989310344827587,35.81535055350554,0.048124557678697805,0.03980992608236537,0.027465288334853552,2019-12-31,2020-03-31,2020-06-30
146,DISH,50.588319173403455,158.9872117265626,44.44897277066297,0.03367229823007801,0.0062693298046215115,0.0372007742091475,2019-12-31,2020-03-31,2020-06-30
147,DG,72.80198079363211,67.32934602580383,60.96611863113429,0.07988616187989556,0.09022125669988323,0.10706816179452319,2020-01-31,2020-05-01,2020-07-31
148,DLTR,168.6892764227642,74.20188206785139,84.99669216061184,0.01966489735882842,0.03797196577002116,0.03837912410473171,2020-02-01,2020-05-02,2020-08-01
149,D,65.59992630327056,-219.05611933333336,-57.60287358426005,0.031537163218103396,-0.008787346221441126,-0.04049045755256139,2019-12-31,2020-03-31,2020-06-30
150,DPZ,105.34296456752357,126.57995181177739,151.06027719176697,-0.035847638251395114,-0.036147242717275485,-0.03086658668404571,2020-03-22,2020-06-14,2020-09-06
151,DOV,68.76172706221388,111.71771430517929,77.93231804129805,0.059140511849473325,0.04038352796398931,0.06169871375277575,2020-03-31,2020-06-30,2020-09-30
152,DOW,87.83044686192468,-131.8973629777778,-34816.99926,0.018518518518518517,-0.017946877243359655,,2020-03-31,2020-06-30,2020-09-30
153,DTE,90.9847456928839,53.11273411764706,74.90072202166066,0.022875257025359835,0.02875993909659956,0.02362674854998294,2019-12-31,2020-03-31,2020-06-30
154,DUK,95.8610474777448,62.01208017057569,-72.37797942643391,0.014394942548374695,0.01999104878412651,-0.01763257409198839,2019-12-31,2020-03-31,2020-06-30
155,DRE,146.21350535701944,610.6496842105263,329.15823412104476,0.017297730323039627,0.003922704811422459,0.007983447678544935,2019-12-31,2020-03-31,2020-06-30
156,DD,265.3658167045454,-40.41916558441559,-15.658814152542373,0.004294044453119282,-0.015574827437991453,-0.06696392379408188,2019-12-31,2020-03-31,2020-06-30
157,DXC,115.10321817073172,-0.9467690987124464,-20.41412195121951,0.009372499714253057,-0.7304075235109718,-0.04463313738297409,2019-12-31,2020-03-31,2020-06-30
158,ETFC,58.87084138779069,41.98009859668508,56.101336497448976,0.026287635641143208,0.027764994631078385,0.02873900293255132,2019-12-31,2020-03-31,2020-06-30
159,EMN,407.952625,24.399586627906977,351.0371851851852,0.00436388049681101,0.042177538008827856,0.004484304932735426,2019-12-31,2020-03-31,2020-06-30
160,ETN,84.93652296460176,71.71723972602739,683.4477350980392,0.028105956970526053,0.030747630747630747,0.003594586974908373,2019-12-31,2020-03-31,2020-06-30
161,EBAY,52.27973561151079,6.625524912075029,49.84186246648794,0.19372822299651568,1.6132387706855793,0.2570640937284631,2019-12-31,2020-03-31,2020-06-30
162,ECL,130.75546613128492,158.18663262173607,-28.17562162162162,0.04946288556526545,0.03212387073372553,-0.3475543106981828,2019-12-31,2020-03-31,2020-06-30
163,EIX,154.17726473988438,92.55204131455399,58.00318620689655,0.011164171399070728,0.013703036541430777,0.02116016052535571,2019-12-31,2020-03-31,2020-06-30
164,EW,176.92576688027836,128.56159715214102,-351.672953240361,0.06754574162910108,0.07961856912152983,-0.031752233596415824,2019-12-31,2020-03-31,2020-06-30
165,EA,91.35242774566474,69.97521531100479,105.64000000000001,0.04780986596656073,0.05602466157351561,0.04690310974042663,2019-12-31,2020-03-31,2020-06-30
166,EMR,140.34257116564416,55.38271818181818,92.62857142857142,0.03871274195463722,0.06877743780763602,0.05095134720980718,2019-12-31,2020-03-31,2020-06-30
167,ETR,60.21147384427818,149.43513742259964,51.1445727166658,0.03718284400250618,0.011766544968140029,0.034185336538956695,2019-12-31,2020-03-31,2020-06-30
